Level 1,Level 2,Level 3,Product Name,Product Price,Product Link,sku,name1,name2,name3,sku_new,sku_new2,sku_new3,Handle,Tag,SEO Description,price,Product Category
OTHER BRANDS,ONEPLUS,OnePlus 8, LCD Screen Digitizer Assembly for OnePlus 8 - Black,US 60.95,https://www.mengtor.com/ONEPLUS/OnePlus-8/PH-LCD-OL-000201BK-LCD-Screen-Digitizer-Assembly-for-OnePlus-8---Black/2264/31224.html,PH-LCD-OL-000201BK, LCD Screen Digitizer Assembly , OnePlus 8 - Black,OnePlus 8 LCD Screen Digitizer Assembly ,OPP-LCD-OL-000201BK,OPP-ZF-898756,OPPNO812345,oneplus-8-lcd-screen-digitizer-assembly-AP87,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",60.95,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 8, Rear Camera Glass Lens for Oneplus 8,US 0.10,"https://www.mengtor.com/ONEPLUS/OnePlus-Clearance-parts/PH-CA-OL-000214-Rear-Camera-Glass-Lens-for-Oneplus-8/2264,1634,1399/29564.html",PH-CA-OL-000214, Rear Camera Glass Lens , Oneplus 8,OnePlus 8 Rear Camera Glass Lens ,OPP-CA-OL-000214,OPP-BK-344694,OPPBP686821,oneplus-8-rear-camera-glass-lens-IZ35,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.10,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 8, Power & Volume Flex Cable for OnePlus 8,US 0.10,"https://www.mengtor.com/ONEPLUS/OnePlus-Clearance-parts/PH-PF-OL-00034-Power-&-Volume-Flex-Cable-for-OnePlus-8/2264,1634,1399/29562.html",PH-PF-OL-00034, Power & Volume Flex Cable , OnePlus 8,OnePlus 8 Power & Volume Flex Cable ,OPP-PF-OL-00034,OPP-JH-842946,OPPET432838,oneplus-8-power-&-volume-flex-cable-PR23,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.10,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 8, Earpiece Speaker with Flex Cable for Oneplus 8/ 8 Pro,US 0.10,"https://www.mengtor.com/ONEPLUS/OnePlus-Clearance-parts/PH-ES-OL-000062-Earpiece-Speaker-with-Flex-Cable-for-Oneplus-8/-8-Pro/2264,2265,1634,1399/29565.html",PH-ES-OL-000062, Earpiece Speaker with Flex Cable , Oneplus 8/ 8 Pro,OnePlus 8 Earpiece Speaker with Flex Cable ,OPP-ES-OL-000062,OPP-NB-728059,OPPGG207303,oneplus-8-earpiece-speaker-with-flex-cable-RC99,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.10,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7 Pro, LCD Screen Digitizer Assembly for OnePlus 7 Pro - Black,US 125.95,https://www.mengtor.com/ONEPLUS/OnePlus-7-Pro/PH-LCD-OL-000211BK-LCD-Screen-Digitizer-Assembly-for-OnePlus-7-Pro---Black/2176/31274.html,PH-LCD-OL-000211BK, LCD Screen Digitizer Assembly , OnePlus 7 Pro - Black,OnePlus 7 Pro LCD Screen Digitizer Assembly ,OPP-LCD-OL-000211BK,OPP-MF-432250,OPPDL139846,oneplus-7-pro-lcd-screen-digitizer-assembly-AQ98,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",125.95,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7 Pro, Flashlight with Flex Cable for OnePlus 7 Pro,US 1.50,https://www.mengtor.com/ONEPLUS/OnePlus-7-Pro/PH-PF-OL-00026-Flashlight-with-Flex-Cable-for-OnePlus-7-Pro/2176/28586.html,PH-PF-OL-00026, Flashlight with Flex Cable , OnePlus 7 Pro,OnePlus 7 Pro Flashlight with Flex Cable ,OPP-PF-OL-00026,OPP-EA-208150,OPPTT305275,oneplus-7-pro-flashlight-with-flex-cable-OP21,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",1.50,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7 Pro, Power & Volume Flex Cable for OnePlus 7 Pro,US 0.50,https://www.mengtor.com/ONEPLUS/OnePlus-7-Pro/PH-PF-OL-00027-Power-&-Volume-Flex-Cable-for-OnePlus-7-Pro/2176/28637.html,PH-PF-OL-00027, Power & Volume Flex Cable , OnePlus 7 Pro,OnePlus 7 Pro Power & Volume Flex Cable ,OPP-PF-OL-00027,OPP-GR-306229,OPPUO606970,oneplus-7-pro-power-&-volume-flex-cable-IS09,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.50,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7 Pro, Loudspeaker Ringer Buzzer for OnePlus 7 Pro,US 0.20,https://www.mengtor.com/ONEPLUS/OnePlus-7-Pro/PH-RI-OL-00005-Loudspeaker-Ringer-Buzzer-for-OnePlus-7-Pro/2176/28638.html,PH-RI-OL-00005, Loudspeaker Ringer Buzzer , OnePlus 7 Pro,OnePlus 7 Pro Loudspeaker Ringer Buzzer ,OPP-RI-OL-00005,OPP-WC-154345,OPPXR540312,oneplus-7-pro-loudspeaker-ringer-buzzer-XT80,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.20,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7 Pro, Sim Card Tray for OnePlus 7 Pro - Black,US 0.50,https://www.mengtor.com/ONEPLUS/OnePlus-7-Pro/PH-ST-OL-00005BK-Sim-Card-Tray-for-OnePlus-7-Pro---Black/2176/28642.html,PH-ST-OL-00005BK, Sim Card Tray , OnePlus 7 Pro - Black,OnePlus 7 Pro Sim Card Tray ,OPP-ST-OL-00005BK,OPP-UB-243992,OPPGM715831,oneplus-7-pro-sim-card-tray-JK14,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.50,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7, Front Camera Module with Flex Cable for OnePlus 7,US 0.10,"https://www.mengtor.com/ONEPLUS/OnePlus-Clearance-parts/PH-CA-OL-000191-Front-Camera-Module-with-Flex-Cable-for-OnePlus-7/2177,1634,1399/29411.html",PH-CA-OL-000191, Front Camera Module with Flex Cable , OnePlus 7,OnePlus 7 Front Camera Module with Flex Cable ,OPP-CA-OL-000191,OPP-EK-158403,OPPDD150409,oneplus-7-front-camera-module-with-flex-cable-QE75,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.10,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7, Rear Camera Glass Lens and Cover Bezel Ring for OnePlus 7 - Gray,US 0.10,"https://www.mengtor.com/ONEPLUS/OnePlus-Clearance-parts/PH-CA-OL-000205GY-Rear-Camera-Glass-Lens-and-Cover-Bezel-Ring-for-OnePlus-7---Gray/2177,1634,1399/29412.html",PH-CA-OL-000205GY, Rear Camera Glass Lens and Cover Bezel Ring , OnePlus 7 - Gray,OnePlus 7 Rear Camera Glass Lens and Cover Bezel Ring ,OPP-CA-OL-000205GY,OPP-TR-113857,OPPUL356265,oneplus-7-rear-camera-glass-lens-and-cover-bezel-ring-JG73,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.10,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7, Power & Volume Flex Cable for OnePlus 7,US 0.10,"https://www.mengtor.com/ONEPLUS/OnePlus-Clearance-parts/PH-PF-OL-00031-Power-&-Volume-Flex-Cable-for-OnePlus-7/2177,1634,1399/29413.html",PH-PF-OL-00031, Power & Volume Flex Cable , OnePlus 7,OnePlus 7 Power & Volume Flex Cable ,OPP-PF-OL-00031,OPP-IE-883862,OPPTE274969,oneplus-7-power-&-volume-flex-cable-LR32,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.10,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7, Sim Card Tray for OnePlus 7 - Gray,US 0.20,https://www.mengtor.com/ONEPLUS/OnePlus-7/PH-ST-OL-00006GY-Sim-Card-Tray-for-OnePlus-7---Gray/2177/29415.html,PH-ST-OL-00006GY, Sim Card Tray , OnePlus 7 - Gray,OnePlus 7 Sim Card Tray ,OPP-ST-OL-00006GY,OPP-DA-393069,OPPFR707930,oneplus-7-sim-card-tray-YK01,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",0.20,Electronics > Communications > Telephony
OTHER BRANDS,ONEPLUS,OnePlus 7T, LCD Screen Digitizer Assembly for OnePlus 7T - Black,US 119.95,https://www.mengtor.com/ONEPLUS/OnePlus-7T/PH-LCD-OL-000181BK-LCD-Screen-Digitizer-Assembly-for-OnePlus-7T---Black/2380/30844.html,PH-LCD-OL-000181BK, LCD Screen Digitizer Assembly , OnePlus 7T - Black,OnePlus 7T LCD Screen Digitizer Assembly ,OPP-LCD-OL-000181BK,OPP-QB-331488,OPPCC694215,oneplus-7t-lcd-screen-digitizer-assembly-GT13,"iphone repair,mobile repair,screen replacement,iphone battery replacement,iphone fix,back glass
repair,iphone fix,glass repair,phone repair","OnePhone Part is an e-commerce platform specializing in wholesale of mobile phone repair
components. We boast the lowest prices across the entire web, coupled with the highest
quality products. Our firm commitment to excellence is reflected in our steadfast partnerships
with raw material suppliers, rigorous quality control standards, and the provision of
outstanding customer service. We are dedicated to swiftly resolving user issues, ensuring a
seamless experience for our customers.",119.95,Electronics > Communications > Telephony
